,구,동,구분,단지명,세대수,사용검사일,주소,위도,경도,자동차수,충전기수
0,기흥구,동백동,분양,신동백 두산위브더제니스,1187,20210630.0,경기도 용인시 기흥구 동백죽전대로 507,37.3068791,127.1307873,1305.7,27.0
1,수지구,죽전동,분양,죽전역 솔하임,234,20210309.0,경기도 용인시 수지구 정든로 5,37.3285451,127.1147347,257.40000000000003,6.0
2,수지구,상현동,분양,광교상현 솔하임,224,20210204.0,경기도 용인시 수지구 상현로 6,37.3025152,127.0746681,246.40000000000003,5.0
3,수지구,성복동,분양,성복역 롯데캐슬 클라시엘(파크나인2차),1094,20210129.0,경기도 용인시 수지구 성복1로 35,37.3196014,127.0617329,1203.4,25.0
4,수지구,죽전동,분양,까뮤이스테이트,193,20200831.0,경기도 용인시 수지구 용구대로 2793,37.33511645,127.10936054487001,212.3,5.0
5,수지구,성복동,분양,성복역롯데캐슬파크나인1차,534,20200630.0,경기도 용인시 성복1로 13,37.31846835,127.06247587844518,587.4000000000001,12.0
6,수지구,동천동,분양,더샵 동천이스트포레,980,20200814.0,경기도 용인시 수지구 수풍로 89,37.3279766,127.0910384,1078.0,22.0
7,수지구,상현동,분양,상현더샵파크사이드,479,20190828.0,경기도 용인시 수지구 만현로67번길 20,37.3093987,127.0878009,526.9000000000001,11.0
8,기흥구,영덕동,분양,기흥힉스유타워,230,20191101.0,경기도 용인시 기흥구 중부대로 184,37.2665761,127.1351027,253.00000000000003,6.0
9,기흥구,신갈동,분양,이안두드림,297,2019910.0,경기도 용인시 기흥구 중부대로 376,37.2665761,127.1351027,326.70000000000005,7.0
10,수지구,동천동,분양,동천파크자이,388,20190730.0,경기도 용인시 수지구 동천로153번길 79,37.3311648,127.0896719,426.8,9.0
11,수지구,성복동,분양,성복역 롯데캐슬 골드타운,2356,20190630.0,경기도 용인시 수지구 성복2로 10,37.3125196,127.0835068,2591.6000000000004,52.0
12,수지구,동천동,분양,동천자이2차,1057,20190530.0,경기도 용인시 수지구 고기로45번길 40-18,37.3415923,127.0939277,1162.7,24.0
13,기흥구,신갈동,분양,신흥덕 롯데캐슬레이시티,1597,20190429.0,경기도 용인시 기흥구 신정로 25,37.3011135,127.103161,1756.7,36.0
14,처인구,역북동,분양,역북신원아침도시,452,20190201.0,경기도 용인시 처인구 낙은로 11,37.2429352,127.1952091,497.20000000000005,10.0
15,처인구,김량장동,분양,용인 에스원 스마트빌,299,20140630.0,경기도 용인시 백옥대로 1104,37.3068472,127.237604,328.90000000000003,7.0
16,수지구,풍덕천동,분양,수지파크푸르지오,430,20190328.0,경기도 용인시 수지구 풍덕천로171번길 9,37.3258793,127.0995279,473.00000000000006,10.0
17,수지구,성복동,분양,성복역KCC스위첸,188,20190322.0,경기도 용인시 수지구 성복1로 62,37.3196014,127.0617329,206.8,5.0
18,처인구,김량장동,분양,유메이드 주상복합,299,20170210.0,경기도 용인시 처인구 금령로 43,37.2351079,127.2010986,328.90000000000003,7.0
19,수지구,성복동,분양,용인성복서희스타힐스애비뉴,174,20180921.0,경기도 용인시 수지구 성복1로 80,37.3196014,127.0617329,191.4,4.0
20,수지구,신봉동,분양,수지신봉동도센트리움,184,20190131.0,경기도 용인시 수지구 신봉3로 6,37.3280451,127.0677934,202.4,5.0
21,수지구,풍덕천동,분양,한샘 더랜드마크,220,20181129.0,경기도 용인시 수지구 포은대로 477,37.2990184,127.0638181,242.00000000000003,5.0
22,수지구,동천동,분양,동천 자이,1437,20180830.0,경기도 용인시 수지구 동천동 고기로 89,37.3426472,127.0975365,1580.7,32.0
23,수지구,죽전동,분양,죽전 효성해링턴플레이스,113,20180228.0,경기도 용인시 수지구 용구대로 2750,37.3311898,127.1098971,124.30000000000001,3.0
24,기흥구,신갈동,분양,기흥우방아이유쉘,400,20180823.0,경기도 용인시 신정로41번길 31,37.2777465,127.1001766,440.00000000000006,9.0
25,기흥구,동백동,분양,동백라온프라이빗 테리스파크,133,20180803.0,경기도 용인시 기흥구 동백8로 160,37.2852759,127.1552288,146.3,3.0
26,처인구,고림동,분양,양우내안애 에듀파크 아파트,737,20180427.0,경기도 용인시 경안천로 112,37.2422905,127.214091,810.7,17.0
27,수지구,성복동,분양,광교상현 꿈에그린,639,20180228.0,경기도 용인시 수지로 17,37.3053521,127.0734646,702.9000000000001,15.0
28,처인구,역북동,분양,역북 지웰푸르지오,1259,20171124.0,경기도 용인시 명지로40번길 35-16,37.2300305,127.1836045,1384.9,28.0
29,기흥구,서천동,분양,서천효성해링턴플레이스,458,20171101.0,경기도 용인시 기흥구 서그내로 31,37.2452093,127.0738492,503.80000000000007,11.0
30,처인구,역북동,분양,골드클래스,623,20170929.0,경기도 용인시 처인구 명지로40번길 35-29,37.2300305,127.1836045,685.3000000000001,14.0
31,기흥구,동백동,분양,동백코아루스칸디나하우스,98,20170728.0,경기도 용인시 동백7로 128,37.282445,127.1583908,107.80000000000001,3.0
32,기흥구,서천동,분양,영통로 효성해링턴플레이스,640,20170629.0,경기도 용인시 서그내로16번길 30,37.2441747,127.0692172,704.0,15.0
33,수지구,상현동,분양,레이크포레,235,20170623.0,경기도 용인시 광교호수로 431,37.3026799,127.0841428,258.5,6.0
34,수지구,상현2동,분양,수지 동도센트리움,168,20170331.0,경기도 용인시 수지구 이현로 125,37.3122455,127.0913209,184.8,4.0
35,처인구,역북동,임대,역북2단지 우남퍼스트빌,505,20161024.0,용인시 처인구 낙은로 59,37.30410985,127.08027223092887,555.5,12.0
36,처인구,역북동,임대,역북1단지 우남퍼스트빌,409,20161024.0,용인시 처인구 낙은로 60,37.237902,127.0776234,449.90000000000003,9.0
37,기흥구,중동,분양,신동백 동도센트리움,254,20161214.0,경기도 용인시 기흥구 언동로 201,37.3220175,127.1021596,279.40000000000003,6.0
38,기흥구,마북동,분양,구성역 효성해링턴 플레이스,296,20161123.0,경기도 용인시 기흥구 구성로 53번길 20,37.3279766,127.0910384,325.6,7.0
39,기흥구,서천동,분양,힐스테이트 서천,754,20160929.0,용인시 기흥구 서천동로 22,37.323921,127.0948439,829.4000000000001,17.0
40,처인구,천리,분양,용인 에이스카운티,430,20160808.0,경기도 용인시 처인구 이동읍 백옥대로 737,37.3271735,127.0855843,473.00000000000006,10.0
41,수지구,상현동,분양,용인 수지 휴엔하임,112,20160411.0,경기도 용인시 수지구 상현로 152,37.3279766,127.0910384,123.20000000000002,3.0
42,기흥구,서천동,분양,서천2차IPARK,289,20160226.0,경기도 용인시 기흥구 서천동로21번길 11-22,37.3124268,127.0787946,317.90000000000003,7.0
43,수지구,풍덕천동,분양,래미안수지 이스트파크,845,20151029.0,경기도 용인시 수지구 신수로683번길 19,37.3279766,127.0910384,929.5000000000001,19.0
44,기흥구,보정동 ,분양,보정동 샬레파인비스타,155,20151112.0,경기도 용인시 기흥구 진산로 140,37.3124268,127.0787946,170.5,4.0
45,수지구,풍덕천동,분양,수지 삼성 1차아파트,576,19941220.0,경기도 용인시 수지구 수풍로 13,37.3331569,127.0960666,633.6,13.0
46,수지구,풍덕천동,분양,수지 한성아파트,774,19950328.0,경기도 용인시 수지구 문정로 55,37.3333285,127.1056551,851.4000000000001,18.0
47,수지구,풍덕천동,분양,수지 건영아파트,190,19950224.0,경기도 용인시 수지구 수풍로23번길 25,37.3278186,127.1291756,209.00000000000003,5.0
48,수지구,풍덕천동,분양,수지 삼성2차아파트,420,19951206.0,경기도 용인시 수지구 수풍로 38,37.3264335,127.1184717,462.00000000000006,10.0
49,수지구,풍덕천동,분양,수지 보원아파트,619,19941222.0,경기도 용인시 수지구 수풍로 16,37.3279766,127.0910384,680.9000000000001,14.0
50,수지구,풍덕천동,분양,수지 동부아파트,612,19950731.0,경기도 용인시 수지구 수지로 323,37.3258793,127.0995279,673.2,14.0
51,수지구,풍덕천동,분양,수지 동문아파트,368,19941220.0,경기도 용인시 수지구 수풍로 47,37.3171729,127.0867672,404.8,9.0
52,수지구,풍덕천동,분양,우성그린빌,100,19970830.0,경기도 용인시 수지구 수지로 398,37.3168587,127.0874755,110.00000000000001,3.0
53,수지구,풍덕천동,분양,수지 삼익풍림동아 아파트,1620,19941220.0,경기도 용인시 수지구 문인로 59,37.3279766,127.0910384,1782.0000000000002,36.0
54,수지구,죽전동,분양,도담마을 휴먼빌,260,20100611.0,경기도 용인시 수지구 대지로 77,37.3258377,127.0967851,286.0,6.0
55,수지구,죽전동,분양,죽전역 월드메르디앙,104,20100527.0,경기도 용인시 수지구 달맞이로 13,37.3124268,127.0787946,114.4,3.0
56,수지구,풍덕천동,분양,수지 동보4차아파트,174,20000428.0,경기도 용인시 수지구 풍덕천로30번길 20,37.3174854,127.0965414,191.4,4.0
57,수지구,풍덕천동,분양,수지 동보3차아파트,279,19990326.0,경기도 용인시 수지구 정평로13번길 20,37.3244962,127.098123,306.90000000000003,7.0
58,수지구,풍덕천동,분양,수지 삼성4차아파트,1137,19941220.0,경기도 용인시 수지구 수풍로 90,37.3244962,127.098123,1250.7,26.0
59,수지구,풍덕천동,분양,수지 한국아파트,416,19950619.0,경기도 용인시 수지구 정평로 116,37.3244962,127.098123,457.6,10.0
60,수지구,풍덕천동,분양,수지 현대1차아파트,1168,19941220.0,경기도 용인시 수지구 수지로342번길 18,37.3244962,127.098123,1284.8000000000002,26.0
61,수지구,풍덕천동,분양,정자뜰마을 태영데시앙 1차아파트,648,20040423.0,경기도 용인시 수지구 수지로 166,37.3188145,127.0868435,712.8000000000001,15.0
62,수지구,풍덕천동,분양,진산마을 삼성7차,501,20021109.0,경기도 용인시 수지구 진산로34번길 29,37.318993,127.085118,551.1,12.0
63,수지구,풍덕천동,분양,진산마을 삼성6차,343,20020221.0,경기도 용인시 수지구 진산로 108,37.325273,127.0953972,377.3,8.0
64,수지구,풍덕천동,분양,진산마을 삼성5차,1828,20030728.0,경기도 용인시 수지구 진산로 90,37.325273,127.0953972,2010.8000000000002,41.0
65,수지구,풍덕천동,분양,신정마을 현대성우A,1239,19991119.0,경기도 용인시 수지구 풍덕천로 52,37.3225394,127.0884924,1362.9,28.0
66,수지구,풍덕천동,분양,신정마을 9단지 주공A,812,20000504.0,경기도 용인시 수지구 풍덕천로 76,37.3233488,127.0899475,893.2,18.0
67,수지구,풍덕천동,분양,신정마을 주공1단지아파트,1044,20000331.0,경기도 용인시 수지구 풍덕천로 91,37.3244962,127.098123,1148.4,23.0
68,수지구,풍덕천동,분양,신정마을 7단지상록,670,20000131.0,경기도 용인시 수지구 풍덕천로 75,37.3149192,127.0937358,737.0000000000001,15.0
69,수지구,풍덕천동,분양,신정마을 6단지상록,393,20000131.0,경기도 용인시 수지구 풍덕천로 33,37.3142718,127.0826103,432.3,9.0
70,수지구,풍덕천동,분양,신정마을 진흥아파트,414,19991213.0,경기도 용인시 수지구 풍덕천로 19,37.3235818,127.1008171590469,455.40000000000003,10.0
71,수지구,풍덕천동,분양,신정마을 우성A,443,20000513.0,경기도 용인시 수지구 정평로 41,37.329649,127.0693699,487.3,10.0
72,수지구,풍덕천동,분양,신정마을 성지A,538,20000527.0,경기도 용인시 수지구 정평로 61,37.3280603,127.0750061,591.8000000000001,12.0
73,수지구,풍덕천동,분양,신정마을 극동.임광A,424,20000526.0,경기도 용인시 수지구 정평로 73,37.3415099,127.0993801,466.40000000000003,10.0
74,수지구,풍덕천동,분양,신정마을 현대프라임,462,20000229.0,경기도 용인시 수지구 정평로 89,37.32935795,127.12716176690176,508.20000000000005,11.0
75,수지구,풍덕천동,분양,수지 동보1차아파트,470,19950407.0,경기도 용인시 수지구 풍덕천로 161  ,37.3269601,127.1244861480497,517.0,11.0
76,수지구,풍덕천동,분양,수지진산마을푸르지오,438,20120727.0,경기도 용인시 수지구 진산로34번길 24,37.3223284,127.1130322,481.8,10.0
77,수지구,풍덕천동,분양,정자뜰마을 태영데시앙 2차아파트,249,20060418.0,경기도 용인시 수지구 풍덕천로22번길 67,37.3295164,127.1332921,273.90000000000003,6.0
78,수지구,풍덕천동,분양,수지푸르지오 월드마크,198,20130524.0,경기도 용인시 수지구 포은대로 467,37.2961016,127.076756,217.8,5.0
79,수지구,신봉동,분양,광교산 자이아파트,445,20150423.0,경기도 용인시 수지구 신봉2로 93,37.2961016,127.076756,489.50000000000006,10.0
80,수지구,신봉동,분양,수지웰스톤시티,265,20150423.0,경기도 용인시 수지구 신봉2로 60,37.3262579,127.0736731,291.5,6.0
81,수지구,죽전동,임대,내대지마을 주공2단지아파트,136,20050720.0,경기도 용인시 수지구 대지로 158 ,37.3126925,127.0789381,149.60000000000002,3.0
82,수지구,죽전동,임대,성현마을 주공3단지아파트,388,20050720.0,경기도 용인시 수지구 죽전로193번길 11 ,37.3126925,127.0789381,426.8,9.0
83,수지구,죽전동,임대,도담마을 주공8단지아파트,643,20050805.0,경기도 용인시 수지구 죽전로27번길 60  ,37.3196014,127.0617329,707.3000000000001,15.0
84,수지구,죽전동,임대,내대지마을 주공아파트,225,20060417.0,경기도 용인시 수지구 디지털벨리로 21 ,37.3143159,127.0700016,247.50000000000003,5.0
85,수지구,상현동,임대,휴먼시아아파트(광교),1117,20111116.0,경기도 용인시 수지구 광교마을로 90 ,37.3333285,127.1056551,1228.7,25.0
86,수지구,상현동,임대,광교마을 45단지,672,20140129.0,경기도 용인시 수지구 광교마을로 11,37.318,127.0591696,739.2,15.0
87,수지구,신봉동,분양,신봉마을 LG빌리지5차 A단지,532,20020831.0,경기도 용인시 수지구 신봉1로 110,37.321986,127.0797096,585.2,12.0
88,수지구,신봉동,분양,신봉마을 동부센트레빌 6단지,450,20100924.0,경기도 용인시 수지구 신봉1로 216,37.329649,127.0693699,495.00000000000006,10.0
89,수지구,성복동,분양,성동마을 LG빌리지2차,758,20010303.0,경기도 용인시 수지구 수지로113번길 15,37.3333285,127.1056551,833.8000000000001,17.0
90,수지구,성복동,분양,성동마을 강남빌리지,428,20010219.0,경기도 용인시 수지구 수지로113번길 16,37.3317663,127.1214258,470.8,10.0
91,수지구,성복동,분양,용인 성복아이파크,351,20120717.0,경기도 용인시 수지구 성복1로 222,37.3273104,127.1087904,386.1,8.0
92,수지구,성복동,분양,버들치마을 성복 힐스테이트 1차,645,20110701.0,경기도 용인시 수지구 성복1로 91,37.3273104,127.1087904,709.5000000000001,15.0
93,수지구,죽전동,분양,창죽마을 수지 벽산2단지,684,19970927.0,경기도 용인시 수지구 용구대로2771번길 66,37.3350493,127.1071307,752.4000000000001,16.0
94,수지구,성복동,분양,버들치마을 성복자이2차,783,20111028.0,경기도 용인시 수지구 성복2로 251,37.3350493,127.1071307,861.3000000000001,18.0
95,수지구,신봉동,분양,신봉마을 LG빌리지5차 B단지,556,20020831.0,경기도 용인시 수지구 신봉1로 112-2,37.3322064,127.1101344,611.6,13.0
96,수지구,신봉동,분양,신봉마을 LG자이 1차,1990,20040217.0,경기도 용인시 수지구 신봉2로 26,37.32923025,127.11815084917876,2189.0,44.0
97,수지구,죽전동,분양,창죽마을 벽산첼시빌아파트,179,20010929.0,경기도 용인시 수지구 용구대로2771번길 88,37.3350493,127.1071307,196.9,4.0
98,수지구,죽전동,분양,대지마을 2차 현대홈타운 ,346,20010802.0,경기도 용인시 수지구 현암로 54,37.3248592,127.1166338,380.6,8.0
99,수지구,죽전동,분양,현암마을 대우넷씨빌아파트,119,20001013.0,경기도 용인시 수지구 용구대로 2724,37.3278186,127.1291756,130.9,3.0
100,수지구,죽전동,분양,현암마을 동성2차아파트,838,19990513.0,경기도 용인시 수지구 용구대로 2720,37.3278186,127.1291756,921.8000000000001,19.0
101,수지구,죽전동,분양,창죽마을 벽산4단지,465,19990317.0,경기도 용인시 수지구 용구대로2801번길 41,37.3278186,127.1291756,511.50000000000006,11.0
102,수지구,죽전동,분양,창죽마을 수지 벽산3단지(302-305동),266,19970924.0,경기도 용인시 수지구 용구대로2801번길 17,37.3281613,127.1256718,292.6,6.0
103,수지구,죽전동,분양,죽전아이뷰,432,19990830.0,경기도 용인시 수지구 현암로 3,37.3304502,127.1105883,475.20000000000005,10.0
104,수지구,죽전동,분양,도담마을 아이파크,360,19981218.0,경기도 용인시 수지구 대지로 82,37.3360919,127.1044575,396.00000000000006,8.0
105,수지구,죽전동,분양,창죽마을 수지 벽산3단지(301동),159,19970924.0,경기도 용인시 수지구 용구대로2801번길 16,37.3278186,127.1291756,174.9,4.0
106,수지구,죽전동,분양,도담마을 7단지 뜨리에체아파트,430,19990227.0,경기도 용인시 수지구 푸른솔로 49,37.3309747,127.0667775,473.00000000000006,10.0
107,수지구,죽전동,분양,대지마을 대주한신아파트,311,19980424.0,경기도 용인시 수지구 대지로 27,37.3243227,127.0809731,342.1,7.0
108,수지구,죽전동,분양,대지마을 수지길훈1차아파트,336,19990227.0,경기도 용인시 수지구 대지로 19,37.3235099,127.0831165,369.6,8.0
109,수지구,죽전동,분양,대지마을 죽전퍼스트하임,480,19990220.0,경기도 용인시 수지구 대지로 49,37.3234854,127.0818817,528.0,11.0
110,수지구,죽전동,분양,죽전 현대1차아파트,702,19990414.0,경기도 용인시 수지구 죽전로 244,37.3206602,127.081801,772.2,16.0
111,수지구,죽전동,분양,죽전 동성1차,684,19970619.0,경기도 용인시 수지구 용구대로 2742,37.321986,127.0797096,752.4000000000001,16.0
112,수지구,죽전동,분양,창죽마을 수지 벽산1단지,612,19970927.0,경기도 용인시 수지구 용구대로2771번길 68 ,37.3293637,127.0742298,673.2,14.0
113,수지구,죽전동,분양,내대지마을 용인죽전동부센트레빌,536,19981217.0,경기도 용인시 수지구 대지로 139,37.3209527,127.0785521,589.6,12.0
114,수지구,신봉동,분양,신봉마을 동부센트레빌 5단지,490,20100924.0,경기도 용인시 수지구 신봉1로 214,37.3278186,127.1291756,539.0,11.0
115,수지구,신봉동,분양,서홍마을 한일아파트,296,20031230.0,경기도 용인시 수지구 신봉1로48번길 29 ,37.3327473,127.1137096,325.6,7.0
116,수지구,신봉동,분양,서홍마을 벽산블루밍,246,20040126.0,경기도 용인시 수지구 신봉1로48번길 45,37.32574755,127.11767835,270.6,6.0
117,수지구,신봉동,분양,서홍마을 한화꿈에그린,404,20040120.0,경기도 용인시 수지구 신봉1로48번길 32,37.3278186,127.1291756,444.40000000000003,9.0
118,수지구,신봉동,분양,서홍마을 4단지(효성.현산),388,20040110.0,경기도 용인시 수지구 신봉1로 28,37.328391,127.0698677,426.8,9.0
119,수지구,신봉동,분양,서홍마을 우남퍼스트빌,962,20040114.0,경기도 용인시 수지구 신봉1로 27,37.3257981,127.0683901,1058.2,22.0
120,수지구,신봉동,분양,신봉마을 자이 2차아파트,1626,2005824.0,경기도 용인시 수지구 신봉2로 72,37.3262307,127.0658155,1788.6000000000001,36.0
121,수지구,신봉동,분양,신봉마을 자이3차,401,20070330.0,경기도 용인시 수지구 신봉1로71번길 25,37.3328798,127.1151562,441.1,9.0
122,수지구,죽전동,분양,내대지마을 죽전이편한세상아파트,141,20030828.0,경기도 용인시 수지구 대지로 148,37.3286144,127.0648305,155.10000000000002,4.0
123,수지구,죽전동,분양,대지마을 현대홈타운 3차 2단지,537,20030404.0,경기도 용인시 수지구 대지로15번길 60 ,37.3285451,127.1147347,590.7,12.0
124,수지구,죽전동,분양,도담마을  현대홈타운 4차 1단지,351,20030402.0,경기도 용인시 수지구 푸른솔로 55,37.3147153,127.0785801,386.1,8.0
125,수지구,죽전동,분양,도담마을 롯데캐슬,231,20020329.0,경기도 용인시 수지구 대지로 64,37.3147153,127.0785801,254.10000000000002,6.0
126,수지구,신봉동,분양,신봉마을 동부센트레빌1단지,298,20100503.0,경기도 용인시 수지구 신봉1로172번길 8,37.3415982,127.0987587,327.8,7.0
127,수지구,신봉동,분양,신봉마을 동일하이빌2단지,232,20100622.0,경기도 용인시 수지구 신봉3로11번길 10-7,37.33995,127.097366,255.20000000000002,6.0
128,수지구,신봉동,분양,신봉마을 동일하이빌3단지,594,20100917.0,경기도 용인시 수지구 신봉3로 25,37.3412194,127.0971952,653.4000000000001,14.0
129,수지구,죽전동,분양,대지마을 중앙하이츠빌,271,20011110.0,경기도 용인시 수지구 현암로63번길 2,37.3359152,127.0854465,298.1,6.0
130,수지구,신봉동,분양,신봉마을 동일하이빌 4단지,636,20101004.0,경기도 용인시 수지구 신봉3로12번길 9,37.3365954,127.0890317,699.6,14.0
131,수지구,죽전동,분양,도담마을 죽전파크빌,561,19970614.0,경기도 용인시 수지구 정든로 22,37.3311648,127.0896719,617.1,13.0
132,수지구,성복동,분양,성동마을 수지자이2차,500,20100927.0,경기도 용인시 수지구 성복2로 184,37.3370339,127.0912812,550.0,11.0
133,수지구,성복동,분양,버들치마을 성복 힐스테이트 3차,823,20100606.0,경기도 용인시 수지구 성복2로 220,37.3124268,127.0787946,905.3000000000001,19.0
134,수지구,동천동 ,분양,보뜨랑마을 벽산블루밍아파트,182,20041112.0,경기도 용인시 수지구 신수로783번길 50,37.2966082,127.0731551,200.20000000000002,5.0
135,수지구,동천동 ,분양,동천마을동문굿모닝힐6차,220,20090915.0,경기도 용인시 수지구 동천로 53,37.3008568,127.0757415,242.00000000000003,5.0
136,수지구,동천동 ,분양,동천마을동문굿모닝힐5차,1334,20090911.0,경기도 용인시 수지구 동천로 64,37.2975266,127.0744814,1467.4,30.0
137,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 4단지,620,20100531.0,경기도 용인시 수지구 동천로153번길 6,37.2961016,127.076756,682.0,14.0
138,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 3단지,885,20100531.0,경기도 용인시 수지구 동천로135번길 21,37.3069612,127.0740661,973.5000000000001,20.0
139,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 1단지,460,20100531.0,경기도 용인시 수지구 동천로153번길 7,37.3026709,127.0785225,506.00000000000006,11.0
140,수지구,동천동 ,분양,한빛마을 래미안이스트팰리스 2단지,428,20100531.0,경기도 용인시 수지구 동천로113번길 10,37.3042216,127.0776935,470.8,10.0
141,수지구,상현동,분양,심곡마을 광교힐스테이트,860,20091029.0,경기도 용인시 수지구 수지로 75,37.3045451,127.0793576,946.0000000000001,19.0
142,수지구,상현동,분양,광교마을 웅진스타클래스 1단지,168,20111228.0,경기도 용인시 수지구 법조로 251,37.3026709,127.0785225,184.8,4.0
143,수지구,상현동,분양,광교마을 웅진스타클래스 2단지,220,20111228.0,경기도 용인시 수지구 법조로 252,37.3026709,127.0785225,242.00000000000003,5.0
144,수지구,상현동,분양,광교경남아너스빌,700,20111130.0,경기도 용인시 수지구 광교마을로 2,37.3029093,127.0801526,770.0000000000001,16.0
145,수지구,상현동,분양,광교마을 상록자이 아파트,1035,20120727.0,경기도 용인시 수지구 광교마을로 62,37.3024198,127.0806231,1138.5,23.0
146,수지구,상현동,분양,심곡마을 현대프레미오아파트,300,20010212.0,경기도 용인시 수지구 수지로 41,37.3024198,127.0806231,330.0,7.0
147,수지구,상현동,분양,상현마을 쌍용1차아파트(A단지),421,20011205.0,경기도 용인시 수지구 상현로 27,37.3053521,127.0807309,463.1,10.0
148,수지구,상현동,분양,상현마을 현대성우2차아파트,198,20011226.0,경기도 용인시 수지구 상현로11번길 26,37.305808600000006,127.08298395371156,217.8,5.0
149,수지구,상현동,분양,상현마을 금호베스트빌1단지,573,20010331.0,경기도 용인시 수지구 상현로 59,37.3026709,127.0785225,630.3000000000001,13.0
150,수지구,상현동,분양,상현마을 쌍용2차아파트(B단지),315,20011205.0,경기도 용인시 수지구 상현로 30-6,37.3086734,127.0846013,346.5,7.0
151,수지구,상현동,분양,상현마을 쌍용3차아파트(C단지),251,20011205.0,경기도 용인시 수지구 상현로 30-9,37.2990184,127.0638181,276.1,6.0
152,수지구,상현동,분양,상현마을 금호베스트빌2단지,407,20010331.0,경기도 용인시 수지구 상현로 58,37.2990184,127.0638181,447.70000000000005,9.0
153,수지구,상현동,분양,상현마을 금호베스트빌3단지,159,20020227.0,경기도 용인시 수지구 상현로42번길 40,37.3026709,127.0785225,174.9,4.0
154,수지구,상현동,분양,상현마을 동일스위트,312,20011231.0,경기도 용인시 수지구 상현로42번길 46,37.3069962,127.0782904,343.20000000000005,7.0
155,수지구,상현동,분양,상현마을 금호 베스트빌4단지,224,20020227.0,경기도 용인시 수지구 상현로 67-12,37.3097216,127.079244,246.40000000000003,5.0
156,수지구,상현동,분양,상현마을 수지센트럴아이파크,895,20060828.0,경기도 용인시 수지구 상현로 101,37.3415982,127.0987587,984.5000000000001,20.0
157,수지구,상현동,분양,상현마을 성우5차아파트 ,310,20031021.0,경기도 용인시 수지구 상현로 119-6,37.3499956,127.0860639,341.0,7.0
158,수지구,상현동,분양,상현마을 현대2차아파트,498,20011221.0,경기도 용인시 수지구 상현로 2,37.3361755,127.1009937,547.8000000000001,11.0
159,수지구,상현동,분양,서원마을 현대홈타운아파트,462,20010217.0,경기도 용인시 수지구 포은대로 231,37.318291099999996,127.06428429615647,508.20000000000005,11.0
160,수지구,상현동,분양,서원마을 3단지 아이파크,438,20020906.0,경기도 용인시 수지구 포은대로 219 ,37.319083,127.0657429,481.8,10.0
161,수지구,상현동,분양,상현마을 성원상떼빌아파트,968,20021216.0,경기도 용인시 수지구 상현로 30-10,37.315569,127.0608299,1064.8000000000002,22.0
162,수지구,상현동,분양,서원마을 금호베스트빌 5단지,890,20021204.0,경기도 용인시 수지구 심곡로 16,37.3144422,127.0623748,979.0000000000001,20.0
